Timestamp,Sensor_ID,Temperature,Pressure,Vibration,Network_Latency,Edge_Processing_Time,Maintenance_Status,Fuzzy_PID_Output,Predicted_Failure
2024-04-03 00:00:00,S4,97.28473129934449,111.48970164188047,22.19244686081045,31.291675038058177,4.135728962541321,Normal,0.98,0
2024-04-03 00:05:00,S5,82.60532734356836,92.1625300799602,38.67029793851738,14.130600355001937,12.181098602008063,Failure,0.66,1
2024-04-03 00:10:00,S3,87.8660329550757,92.13770183295776,49.435335102868834,16.900955077854483,3.59247220555786,Failure,0.55,1
2024-04-03 00:15:00,S5,96.89997524709183,90.36325425704662,25.703229493511827,32.718971892643225,10.253786568991117,Normal,0.76,0
2024-04-03 00:20:00,S5,88.28954537253594,118.6950419489844,43.7778534886515,21.854304540531537,3.609998347175627,Normal,0.53,1
2024-04-03 00:25:00,S2,66.10156171657046,112.12525078377021,47.236963813388584,47.53262914605264,2.9169632887084354,Normal,0.56,1
2024-04-03 00:30:00,S3,83.05153440667253,100.59754225506192,48.31104778460663,42.74960917936203,13.822583547916395,Normal,0.61,1
2024-04-03 00:35:00,S3,84.26860185531424,98.89606743862966,48.804068132163415,49.342688260546524,4.471673962143174,Warning,0.73,0
2024-04-03 00:40:00,S3,76.96522685209544,100.49109689237548,35.64378916164416,20.38683355801656,12.676252009276157,Normal,0.72,0
2024-04-03 00:45:00,S5,89.45776942498891,113.23960593543546,49.31923723974511,48.78894531191908,9.080201324392766,Normal,0.9,0
2024-04-03 00:50:00,S4,97.37468059076059,109.84111833211243,42.71930621403317,27.249354791662313,3.0121347549140047,Normal,0.87,0
2024-04-03 00:55:00,S3,97.02274051627106,95.55586703602404,24.850143087108858,23.900751812550183,14.420826488694876,Failure,0.71,1
2024-04-03 01:00:00,S5,78.03357485616529,95.22328006002253,34.3070031940391,12.01398107877413,5.210495170894603,Normal,0.67,1
2024-04-03 01:05:00,S2,64.52952183363021,92.95186949140192,41.549935261160115,12.110610314384104,13.175389489583885,Normal,0.66,1
2024-04-03 01:10:00,S4,99.39364795849337,109.80908159104014,27.420209474572502,37.68045023786619,4.194530075199334,Normal,0.89,0
2024-04-03 01:15:00,S2,93.55592345783737,112.93117986665209,39.218455506466626,28.317159777361116,13.101257467844087,Failure,0.53,1
2024-04-03 01:20:00,S4,64.98650724813068,97.95139284975012,39.998014371398575,19.060865041444227,2.171974567768822,Warning,0.51,1
2024-04-03 01:25:00,S5,96.83367530469489,90.62834883092738,24.88099231425698,34.55881225300931,8.653145935403249,Normal,0.9,0
2024-04-03 01:30:00,S1,94.79585448248514,92.46515002429283,36.95255937358269,20.114324730004448,12.002753532480238,Normal,0.74,0
2024-04-03 01:35:00,S4,80.75352228504289,119.03580104535092,43.148807329358235,33.1052701737769,14.152341727406183,Normal,0.57,1
2024-04-03 01:40:00,S2,83.65101742979718,98.86334332432261,34.966869936078254,24.368349879307615,13.819627770684331,Normal,0.62,1
2024-04-03 01:45:00,S5,75.96010815480521,113.076694435144,20.363093503283224,42.94208906447276,12.655123304119384,Normal,0.97,0
2024-04-03 01:50:00,S4,62.19046555288125,108.73990706562792,20.271154072378764,42.82784643067117,13.546487545596953,Failure,0.93,1
2024-04-03 01:55:00,S1,73.40788966583604,101.45818918958688,30.710880319100365,29.094015924896052,4.589855915881994,Normal,0.85,0
2024-04-03 02:00:00,S1,92.11413794392045,96.17061786586666,47.78582205295346,24.032764373400624,5.694395844252474,Warning,0.74,0
2024-04-03 02:05:00,S3,60.18528092018411,93.6415925447822,26.860303388108264,24.50239186236378,5.75659082397376,Normal,0.76,0
2024-04-03 02:10:00,S3,73.33996686764577,108.450389041166,39.03091066615062,42.22858102672872,6.901701103022084,Warning,0.99,0
2024-04-03 02:15:00,S2,75.92674774363773,113.23901341913364,26.662276120799618,23.12717931190448,7.113168715007453,Warning,0.98,0
2024-04-03 02:20:00,S4,81.49582411751692,109.31712760623392,29.650099689786458,18.36237494827384,9.079219220510781,Normal,0.61,1
2024-04-03 02:25:00,S4,96.79422465651042,105.90906399747475,45.44126268804452,13.387533675012273,4.0784369237637375,Normal,0.91,0
2024-04-03 02:30:00,S3,73.85383977463844,91.25853670294909,41.8658432680984,28.667724835376337,10.986206629217861,Normal,0.6,1
2024-04-03 02:35:00,S4,73.8781280758491,119.05466332783152,22.861978319396318,29.285283956793677,4.178365010958585,Normal,0.61,1
2024-04-03 02:40:00,S4,89.50004992438994,113.96142574963724,32.86106062959301,43.636348416116284,6.034010267359118,Normal,0.84,0
2024-04-03 02:45:00,S1,78.08871763559229,98.78466110102895,20.875092909357935,18.84954785784256,8.543486697880002,Normal,0.7,0
2024-04-03 02:50:00,S3,68.98419291759927,119.39910988076552,34.426704398090266,25.239650946735996,12.353727299805206,Failure,0.97,1
2024-04-03 02:55:00,S5,78.09758064530774,108.05644768908967,39.87302035103204,42.336229555747636,11.613100032103455,Normal,0.54,1
2024-04-03 03:00:00,S3,65.634280815192,107.4726797462174,23.555078707944546,42.94494442995894,10.39194663333679,Warning,0.76,0
2024-04-03 03:05:00,S5,67.05547946024893,112.44219538288596,28.666548167274968,25.384443039150728,4.025052387542212,Normal,0.96,0
